id,title,title_original,director_id,release_date,mins,country,genre,imdb,youtube,youtube_title,wikipedia,famous,itunes
tih-minh,Tih Minh,Tih Minh,feuillade-louis,1918-11-30,418,France,Adventure-Mystery,http://www.imdb.com/title/tt0009701/?ref_=ttrel_rel_tt,Kiv4FEzTzS0,Compression Tih Minh I à XII de Louis Feuillade (2013) by Gérard Courant,,1,
dracula_1958,Dracula ,Dracula ,fisher-terence,1958-05-07,82,UK,Horror,http://www.imdb.com/title/tt0051554/?ref_=ttrel_rel_tt,MDTxHg7wyP0,Dracula (1958) - BFI Restoration Trailer (2007),,1,
devil-rides-out,The Devil Rides Out,The Devil's Bride,fisher-terence,1968-07-20,96,UK,Horror ,http://www.imdb.com/title/tt0062885/?ref_=ttrel_rel_tt,LCZnuo1vuWU,Trailer,,1,
louisiana-story,Louisiana Story,Louisiana Story,flaherty-robert,1948-09-28,77,USA,Documentary-Drama,http://www.imdb.com/title/tt0040550/?ref_=ttrel_rel_tt,efCDe-ZH-Dk,Excerpt from LOUISIANA STORY,,1,
vikings_1958,The Vikings,The Vikings,fleischer-richard,1958-06-11,114,USA,History-Adventure-Action,http://www.imdb.com/title/tt0052365/?ref_=ttrel_rel_tt,ForGFYIPvR4,Trailer,,1,
guy-named-joe,A Guy Named Joe,A Guy Named Joe,fleming-victor,1943-12-24,120,USA,Drama-Romance-War,http://www.imdb.com/title/tt0035959/?ref_=ttrel_rel_tt,kRKRb7qjCus,Trailer,,1,
waltz-with-bashir,Waltz with Bashir,Vals Im Bashir,folman-ari,2008-05-15,90,Israel-France-Germany-USA-Japan-Finland-Switzerland-Belgium-Australia,Animated-Biography-Documentary,http://www.imdb.com/title/tt1185616/?ref_=nm_knf_t1,XbXdwBNkCmk,Trailer,,1,
3-godfathers,3 Godfathers,Three Godfathers,ford-john,1948-11-25,106,USA,Drama-Western,http://www.imdb.com/title/tt0040064/?ref_=ttrel_rel_tt,GqlUqWH17AI,Trailer,,1,
last-hurrah_1958,The Last Hurrah,The Last Hurrah,ford-john,1958-10-22,121,USA,Comedy-Drama,http://www.imdb.com/title/tt0051845/?ref_=ttrel_rel_tt,u-iEl1EzU88,Trailer,,1,
ten-minutes-older,Ten Minutes Older,Par desmit minutem vecaks,frank-herz,1978-05-11,10,USSR,Documentary-Short,http://www.imdb.com/title/tt1018920/?ref_=ttrel_rel_tt,OVY2iuNfjHk,Ten Minutes Older,,1,
dangerous-liaisons_1988,Dangerous Liaisons,Dangerous Liaisons,frears-stephen,1988-12-10,120,USA,Romance-Drama,http://www.imdb.com/title/tt0094947/?ref_=ttrel_rel_tt,dO3U2dBwuWA,,,1,
captain-fracasse,Captain Fracasse,Le capitaine Fracasse,gance-abel,1943-06-19,108,France-Italy,Drama,http://www.imdb.com/title/tt0034575/?ref_=ttrel_rel_tt,bUbc-AyhmsA,Trailer,,1,
secret-son,The Secret Son,L'enfant secret,garrel-philippe,1979-01-01,,France,Romance-Drama,http://www.imdb.com/title/tt0085489/?ref_=ttrel_rel_tt,PvIARfZRm44,Excerpt from L'Enfant secret (1982),,0,
birth-of-love_la-naissance-de-l-amour,The Birth of Love,La naissance de l'amour,garrel-philippe,1993-09-01,94,France-Switzerland,Drama,http://www.imdb.com/title/tt0107652/?ref_=ttrel_rel_tt,FeBybFi1_Z4,Hommage à Raoul Coutard #5 - La Naissance de l'amour (1993),,1,
gomorrah,Gomorrah,Gomorra,garrone-matteo,2008-05-16,137,Italy,Crime-Drama,http://www.imdb.com/title/tt0929425/?ref_=ttrel_rel_tt,MYS-hNf8_VQ,Trailer,,1,
birds-in-peru,Birds in Peru,Les oiseaux vont mourir au Pérou,gary-romain,1968-06-20,95,France,Drama,http://www.imdb.com/title/tt0063383/?ref_=ttrel_rel_tt,VqtYIXBcHgY,Birds in Peru (starring Jean Seberg) - 89 minutes,,1,
young-guard,The Young Guard,Molodaya gvardiya,gerasimov-sergei,1948-10-18,189,USSR,Drama-War ,http://www.imdb.com/title/tt0040601/?ref_=ttrel_rel_tt,PnJUHwJXV2E,Molodaya gvardiya (1948) episode,,1,
my-friend-ivan-lapshin,My Friend Ivan Lapshin,Moy drug Ivan Lapshin,german-aleksey,1985-01-01,100,USSR,Drama,http://www.imdb.com/title/tt0084345/?ref_=ttrel_rel_tt,,,,0,
khrustalyov_my-car_,Khrustalyov  My Car!,Khrustalyov  mashinu!,german-aleksey,1998-05-20,137,Russia,Drama,http://www.imdb.com/title/tt0156701/?ref_=ttrel_rel_tt,VGOJ1aE9SMI,Khrustalyov  My Car! Full Movie ,,1,
pathetic-fallacy_ajantrik,The Pathetic Fallacy,Ajantrik,ghatak-ritwik,1958-05-23,120,India,Drama,http://www.imdb.com/title/tt0051343/?ref_=ttrel_rel_tt,gxK4xPTIb4I,A scene from Ritwik Ghatak's Ajantrik,,1,
fear-and-loathing-in-las-vegas,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,gilliam-terry,1998-05-15,118,USA,Drama-Comedy,http://www.imdb.com/title/tt0120669/?ref_=ttrel_rel_tt,8m662obIvhY,Trailer,,1,
thirty-two-short-films-about-glenn-gould,Thirty Two Short Films About Glenn Gould,Thirty Two Short Films About Glenn Gould,girard-francois,1993-09-07,93,Canada,Documentary-Biography,http://www.imdb.com/title/tt0108328/?ref_=ttrel_rel_tt,EcSJbb7C_xo,Thirty Two Short Films about Glenn Gould (1993) - Extract,,1,
negotiator_1998,The Negotiator,The Negotiator,gray-f-gary,1998-07-29,140,Germany-USA,Action-Crime-Drama,http://www.imdb.com/title/tt0120768/?ref_=ttrel_rel_tt,LJ1pS1W0XXg,Trailer,,1,
two-lovers_2008,Two Lovers,Two Lovers,gray-james,2008-05-19,110,USA-France,Drama-Romance,http://www.imdb.com/title/tt1103275/?ref_=ttrel_rel_tt,SNmuQkjT2XI,Trailer,,1,
drowning-by-numbers,Drowning by Numbers,Drowning by Numbers,greenaway-peter,1988-09-10,118,UK,Comedy-Drama,http://www.imdb.com/title/tt0092929/?ref_=ttrel_rel_tt,kTq0C1jTmks,Drowning by numbers - Planificación para actores,,1,
misdeal_1928,Misdeal,Maldone,gremillon-jean,1928-09-14,102,France,Drama,http://www.imdb.com/title/tt0019127/?ref_=ttrel_rel_tt,i2Uw4-L5siY,Jean Grémillon - Maldonne (1928),,1,
strange-mr-victor,Strange Mr Victor,L'étrange Monsieur Victor,gremillon-jean,1938-05-04,103,France-Germany,Crime-Drama,http://www.imdb.com/title/tt0029826/?ref_=ttrel_rel_tt,1kNYDguxrsk,l'Etrange monsieur victor - Bande annonce,,1,
lumiere-d-ete,Lumière d’été,Lumière d’été,gremillon-jean,1943-05-26,112,France,Drama,http://www.imdb.com/title/tt0035001/?ref_=tt_rt,xPwDZho7gMQ,Jean Grémillon - Lumière d'été (1943),,1,
memories-of-underdevelopment,Memories of Underdevelopment,Memorias del subdesarrollo,gutierrez-alea-tomas,1968-06-02,97,Cuba,Political-Romance-Drama,http://www.imdb.com/title/tt0063291/?ref_=ttrel_rel_tt,_eEkHVI9T4Y,Memorias del subdesarrollo -- Telescopio,,1,
strawberry-and-chocolate,Strawberry and Chocolate,Fresa y chocolate,gutierrez-alea-tomas,1993-12-01,110,Cuba,Romance-Comedy-Drama,http://www.imdb.com/title/tt0106966/?ref_=ttrel_rel_tt,4nUYNd33GyE,CLIP FOR STRAWBERRY AND CHOCOLATE,,1,
what-s-eating-gilbert-grape,What's Eating Gilbert Grape,What's Eating Gilbert Grape,hallstrom-lasse,1993-10-01,117,USA,Drama,http://www.imdb.com/title/tt0108550/?ref_=ttrel_rel_tt,wpSGFets1oM,Trailer,,1,
pictures-of-the-old-world,Pictures of the Old World,Obrazy starého sveta,hanak-dusan,1972-04-24,74,Czechoslovakia,Documentary ,http://www.imdb.com/title/tt0171587/?ref_=nm_knf_t1,,,,0,
lion-in-winter_1968,The Lion in Winter,The Lion in Winter,harvey-anthony,1968-10-30,135,UK,Biography-History-Drama,http://www.imdb.com/title/tt0063227/?ref_=ttrel_rel_tt,fKoYHKpCSc4,Trailer,,1,
red-river,Red River,Red River,hawks-howard,1948-08-24,133,USA,Western,http://www.imdb.com/title/tt0040724/?ref_=ttrel_rel_tt,J_pvgtMm0mg,Trailer,,1,
superstar_the-karen-carpenter-story,Superstar  The Karen Carpenter Story,Superstar  The Karen Carpenter Story,haynes-todd,1988-04-30,43,USA,Comedy-Documentary-Short,http://www.imdb.com/title/tt0094075/?ref_=ttrel_rel_tt,XrAA6VMIPb0,Superstar - The Karen Carpenter Story - Part 1,,1,
velvet-goldmine,Velvet Goldmine,Velvet Goldmine,haynes-todd,1998-05-22,120,UK-USA,Drama,http://www.imdb.com/title/tt0120879/?ref_=ttrel_rel_tt,PO5q2lfdCC4,Trailer,,1,
war-room,The War Room,The War Room,hegedus-chris  pennebaker-d-a,1993-09-14,96,USA,Documentary-History,http://www.imdb.com/title/tt0108515/?ref_=ttrel_rel_tt,pgo-qwfCFYU,Trailer,,1,
boy-in-the-striped-pyjamas,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,herman-mark,2008-08-28,94,UK-USA,Drama-War,http://www.imdb.com/title/tt0914798/?ref_=ttrel_rel_tt,9ypMp0s5Hiw,Trailer,,1,
last-words_letzte-worte,Last Words,Letzte Worte,herzog-werner,1968-04-03,13,West Germany,Short,http://www.imdb.com/title/tt0061905/?ref_=fn_tt_tt_2,Vi1Z9lcMNss,Werner Herzog - Letzte Worte (1968),,1,
signs-of-life_lebenszeichen,Signs of Life,Lebenszeichen,herzog-werner,1968-07-04,90,Germany,War-Drama,http://www.imdb.com/title/tt0063218/?ref_=ttrel_rel_tt,z4zTisrdBxI,Signs of Life (1968),,1,
lady-vanishes,The Lady Vanishes,The Lady Vanishes,hitchcock-alfred,1938-10-07,97,UK,Spy-Mystery-Thriller,http://www.imdb.com/title/tt0030341/?ref_=ttrel_rel_tt,pTKfhyj2neg,Three Reasons - The Lady Vanishes - criterioncollection,,1,
rope,Rope,Rope,hitchcock-alfred,1948-08-26,80,USA,Thriller,http://www.imdb.com/title/tt0040746/?ref_=ttrel_rel_tt,px4fKJouvy8,Strangling the Chicken - Rope (1948),,1,
vertigo,Vertigo,Vertigo,hitchcock-alfred,1958-05-09,128,USA,Thriller-Drama-Mystery,http://www.imdb.com/title/tt0052357/?ref_=ttrel_rel_tt,gUW9M16TZ6E,Trailer,,1,
puppetmaster,The Puppetmaster,Xi meng ren sheng,hou-hsiao-hsien,1993-09-13,141,Taiwan,Drama-Biography,http://www.imdb.com/title/tt0107157/?ref_=ttrel_rel_tt,7nRS763JZkQ,Film Fragment - The Puppetmaster (1993) ,,1,
flowers-of-shanghai,Flowers of Shanghai,Hai shang hua,hou-hsiao-hsien,1998-05-20,130,Taiwan,Drama,http://www.imdb.com/title/tt0156587/?ref_=ttrel_rel_tt,NyO8Wk8Scj4,Film Fragment - Flowers of Shanghai (1998),,1,
chitty-chitty-bang-bang,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,hughes-ken,1968-12-12,142,UK,Musical-Fantasy-Family,http://www.imdb.com/title/tt0062803/?ref_=ttrel_rel_tt,ftolP-1944A,Trailer,,1,
key-largo,Key Largo,Key Largo,huston-john,1948-07-16,100,USA,Action-Crime-Drama,http://www.imdb.com/title/tt0040506/?ref_=ttrel_rel_tt,yP5rG6M3BW4,Trailer,,1,
where-eagles-dare,Where Eagles Dare,Where Eagles Dare,hutton-brian-g,1968-12-21,158,USA-UK,War-Action-Adventure,http://www.imdb.com/title/tt0065207/?ref_=ttrel_rel_tt,8OpMRRgTseI,Trailer,,1,
evil-dead-trap,Evil Dead Trap,Shiryô no wana,ikeda-toshiharu,1988-05-14,102,Japan,Horror,http://www.imdb.com/title/tt0167147/?ref_=ttrel_rel_tt,SuGqigWGOjA,Trailer,,1,
profound-desires-of-the-gods,Profound Desires of the Gods,Kamigami no fukaki yokubô,imamura-shohei,1968-11-22,173,Japan,Drama,http://www.imdb.com/title/tt0063173/?ref_=ttrel_rel_tt,Zu0DZztRuKM,PROFOUND DESIRES OF THE GODS (Masters of Cinema) Trailer,,1,
tale-of-the-wind,A Tale of the Wind,Une histoire de vent,ivens-joris,1988-09-09,80,France-UK-West Germany-Netherlands,Documentary,http://www.imdb.com/title/tt0096337/?ref_=ttrel_rel_tt,gMJQi7jF5dY,Film Fragment Une Histoire De Vent - 1988 - Joris Ivens,,1,
misere-au-borinage,Misere au Borinage,Borinage,ivens-joris storck-henri ,1933,36,Belgium,Documentary-Short,http://www.imdb.com/title/tt0023828/?ref_=ttrel_rel_tt,,,,0,
remains-of-the-day,The Remains of the Day,The Remains of the Day,ivory-james,1993-10-25,135,UK-USA,Drama-Romance,http://www.imdb.com/title/tt0107943/?ref_=ttrel_rel_tt,dsH83p_mfEs,Trailer,,1,
soldier-s-daughter-never-cries,A Soldier's Daughter Never Cries,A Soldier's Daughter Never Cries,ivory-james,1998-09-13,124,UK,Drama,http://www.imdb.com/title/tt0120835/?ref_=ttrel_rel_tt,nVLPPHZZuEI,Trailer,,1,
deserter-and-the-nomads,The Deserter and the Nomads,Zbehovia a pútnici,jakubisko-juraj,1968-12-06,103,Italy-Czechoslovakia,Drama,http://www.imdb.com/title/tt0171940/?ref_=ttrel_rel_tt,WGasvNaqoBM,Film Fragment,,1,
blue_1993,Blue ,Blue ,jarman-derek,1993-10-03,76,UK,Documentary-Drama,http://www.imdb.com/title/tt0106438/?ref_=ttrel_rel_tt,Ad4ii2M9IVw,Derek Jarman - Blue (Part 1),,1,
fires-were-started,Fires Were Started,Fires Were Started,jennings-humphrey,1943-04-12,80,UK,Documentary-Drama,http://www.imdb.com/title/tt0035881/?ref_=ttrel_rel_tt,/-5ikowqERKE,The Man Who Listened to Britain - Part 5,,1,
mickey_1918,Mickey,Mickey,jones-f-richard young-james,1918-08-01,93,USA,Comedy-Drama,http://www.imdb.com/title/tt0009369/?ref_=ttrel_rel_tt,wzQO7j68dRo,"Mack Sennett's ""Mickey"" (1918) starring Mabel Normand",,1,
waking-ned,Waking Ned,Waking Ned Devine,jones-kirk,1998-09-15,91,UK-France-US,Comedy,http://www.imdb.com/title/tt0166396/?ref_=ttrel_rel_tt,6Rd4Xk0jBwU,Waking Ned Devine - the Witch  the Fiddle and the Phonebox,,1,
brothers-rico,The Brothers Rico,The Brothers Rico,karlson-phil,1957-08-23,92,USA,Crime-Drama-Film-Noir,http://www.imdb.com/title/tt0050213/?ref_=ttrel_rel_tt,,,,0,
accidental-tourist,The Accidental Tourist,The Accidental Tourist,kasdan-lawrence,1988-12-23,121,USA,Drama-Romance,http://www.imdb.com/title/tt0094606/?ref_=ttrel_rel_tt,6AXMgXRJuhw,Trailer,,1,
synecdoche_new-york,Synecdoche  New York,Synecdoche  New York,kaufman-charlie,2008-05-23,124,USA,Drama,http://www.imdb.com/title/tt0383028/?ref_=ttrel_rel_tt,XIizh6nYnTU,Trailer,,1,
invasion-of-the-body-snatchers,Invasion of the Body Snatchers,Invasion of the Body Snatchers,kaufman-philip,1978-12-22,115,USA,Science-Fiction-Thriller-Horror,http://www.imdb.com/title/tt0077745/?ref_=ttrel_rel_tt,vc_0dlmSq7I,Trailer,,1,
unbearable-lightness-of-being,The Unbearable Lightness of Being,The Unbearable Lightness of Being,kaufman-philip,1998-08-01,171,USA,War-Romance-Drama,http://www.imdb.com/title/tt0096332/?ref_=ttrel_rel_tt,m1zYYWHFRNw,Trailer,,1,
ariel_1988,Ariel,Ariel,kaurismäki-aki,1988-10-21,73,Finland,Comedy-Crime-Romance,http://www.imdb.com/title/tt0094675/?ref_=ttrel_rel_tt,QMg3s97Jz_M,Ariel - Finnish Love,,1,
american-history-x,American History X,American History X,kaye-tony,1998-10-30,119,USA,Crime-Drama,http://www.imdb.com/title/tt0120586/?ref_=ttrel_rel_tt,XfQYHqsiN5g,Trailer,,1,
steamboat-bill_jr,Steamboat Bill Jr,Steamboat Bill Jr,keaton-buster,1928-05-12,71,USA,Romance-Comedy-Adventure,http://www.imdb.com/title/tt0019421/?ref_=ttrel_rel_tt,fBKtX7GVRm8,Trailer,,1,
cameraman,The Cameraman,The Cameraman,keaton-buster,1928-09-16,69,USA,Romance-Comedy,http://www.imdb.com/title/tt0018742/?ref_=ttrel_rel_tt,R08MrRELz1M,The Cameraman - Chinatown war scene,,1,
street-with-no-name,The Street with No Name,The Street with No Name,keighley-william,1948-06-25,91,USA,Crime-Drama-Film-Noir,http://www.imdb.com/title/tt0040843/?ref_=ttrel_rel_tt,N0VKhnPhbbk,Trailer,,1,
clean_shaven,Clean  Shaven,Clean  Shaven,kerrigan-lodge,1993-09-05,79,USA,Crime-Drama,http://www.imdb.com/title/tt0106579/?ref_=ttrel_rel_tt,mlV50XySR14,Clean  Shaven (1994) Clip,,1,
short-film-about-love,A Short Film About Love,Krótki film o milosci,kieslowski-krzysztof,1988-09-01,87,Poland,Drama,http://www.imdb.com/title/tt0095467/?ref_=ttrel_rel_tt,Pbzc69vZD-0,A Short Film About Love (1988) -  fuil movie,,1,
three-colours_blue,Three Colours  Blue,Trois couleurs  Bleu,kieslowski-krzysztof,1993-09-03,100,France-Poland-Switzerland,Drama,http://www.imdb.com/title/tt0108394/?ref_=ttrel_rel_tt,cVaqLZmMf-k,Three Reasons: Three Colors: Blue - criterioncollection,,1,
alexander-s-ragtime-band,Alexander's Ragtime Band,Alexander's Ragtime Band,king-henry,1938-05-24,106,USA,Drama-Musical-Romance,http://www.imdb.com/title/tt0029852/?ref_=nv_sr_1,vAgM-h77qF0,Trailer,,1,
song-of-bernadette,The Song of Bernadette,The Song of Bernadette,king-henry,1943-12-21,156,USA,Biography-Drama,http://www.imdb.com/title/tt0036377/?ref_=ttrel_rel_tt,AniiJduwx7s,Trailer,,1,
port-of-flowers,Port of Flowers,Hana saku minato,kinoshita-keisuke,1943-07-29,82,Japan,Drama,http://www.imdb.com/title/tt0035964/?ref_=ttrel_rel_tt,SXBBqoSDf_I,Clip,,1,
ballad-of-narayama,Ballad of Narayama,Narayama bushikô,kinoshita-keisuke,1958-06-01,98,Japan,Drama,http://www.imdb.com/title/tt0051980/?ref_=nv_sr_1,l8ZChHuelyg,"The Ballad of Narayama - It's Snowing - Mama! Scene - FilmStruck
",,1,
crossroads_1928,Crossroads,Jûjiro,kinugasa-teinosuke,1928-05-11,74,Japan,Drama,http://www.imdb.com/title/tt0019043/?ref_=ttrel_rel_tt,jVtvkzTiOc8,Crossroads (Jûjiro) -Teinosuke Kinugasa -1928,,1,
sonatine_1993,Sonatine ,Sonachine,kitano-takeshi,1993-05-15,94,Japan,Drama-Crime-Action,http://www.imdb.com/title/tt0108188/?ref_=ttrel_rel_tt,ydAAZn4lDHY,Sonatine - Russian roulette scene,,1,
grease_1978,Grease,Grease,kleiser-randal,1978-06-13,110,USA,Musical-Dance-Comedy,http://www.imdb.com/title/tt0077631/?ref_=ttrel_rel_tt,f2CCEixOVVU,Trailer,,1,
artists-under-the-big-top_perplexed,Artists Under the Big Top  Perplexed,Die Artisten in der Zirkuskuppel  Ratlos,kluge-alexander,1968-09-26,104,West Germany,Drama,http://www.imdb.com/title/tt0062679/?ref_=ttrel_rel_tt,HVRJ18EUyts,Clip,,1,
drum_1938,The Drum,The Drum,korda-zoltan,1938-04-07,98,UK,Adventure-War,http://www.imdb.com/title/tt0030082/?ref_=ttrel_rel_tt,jj1vFGnk3QM,Clip,,1,
after-life_1998,After Life,Wandafuru raifu,koreeda-hirokazu,1998-09-10,118,Japan,Drama-Fantasy,http://www.imdb.com/title/tt0165078/?ref_=ttrel_rel_tt,DN9sr5wVkik,Trailer,,1,
still-walking_2008,Still Walking,Aruitemo aruitemo,koreeda-hirokazu,2008-06-28,115,Japan,Drama,http://www.imdb.com/title/tt1087578/?ref_=ttrel_rel_tt,9gPbHqmjhNU,STILL WALKING Trailer (2008) - The Criterion Collection,,1,
defiant-ones,The Defiant Ones,The Defiant Ones,kramer-stanley,1958-08-14,96,USA,Crime-Drama,http://www.imdb.com/title/tt0051525/?ref_=ttrel_rel_tt,gRx-aEvcTes,The Defiant Ones - Summary,,1,
paths-of-glory,Paths of Glory,Paths of Glory,kubrick-stanley,1957-11-01,86,USA,War-Drama,http://www.imdb.com/title/tt0050825/?ref_=ttrel_rel_tt,,,,0,
2001_a-space-odyssey,2001  A Space Odyssey,2001  A Space Odyssey,kubrick-stanley,1968-04-02,139,UK-USA,Science-Fiction,http://www.imdb.com/title/tt0062622/?ref_=ttrel_rel_tt,XHjIqQBsPjk,Trailer,,1,
drunken-angel,Drunken Angel,Yoidore tenshi,kurosawa-akira,1948-04-27,98,Japan,Drama-Crime-Thriller,http://www.imdb.com/title/tt0040979/?ref_=ttrel_rel_tt,drsFQDaDugI,Drunken Angel (1948) Akira Kurosawa - Fight Scene,,1,
hidden-fortress,The Hidden Fortress,Kakushi-toride no san-akunin,kurosawa-akira,1958-12-28,139,Japan,Comedy-Adventure-Action,http://www.imdb.com/title/tt0051808/?ref_=ttrel_rel_tt,E1GjJLId6I8,Trailer,,1,
madadayo,Madadayo,Not Yet,kurosawa-akira,1993-04-17,134,Japan,Drama,http://www.imdb.com/title/tt0107474/?ref_=ttrel_rel_tt,QZANCZGXEWM,Madadayo (1993) Seasons passing scene,,1,
sopyonje_seopyeonje,Sopyonje,Seopyeonje,kwon-taek-im,1993-04-10,112,South Korea,Musical-Drama,http://www.imdb.com/title/tt0108192/?ref_=ttrel_rel_tt,fu6gmh4Wvys,Trailer,,1,
inhuman-woman,The Inhuman Woman,L'inhumaine,l-herbier-marcel,1924-12-12,135,France,Adventure-Drama-Mystery,http://www.imdb.com/title/tt0015014/?ref_=ttrel_rel_tt,,,,0,
l-argent_1928,L'Argent ,L'Argent ,l-herbier-marcel,1928-12-25,195,France,Drama,http://www.imdb.com/title/tt0019646/?ref_=ttrel_rel_tt,OReacFaBsQg,L' Αrgent 1928,,1,
your-friends&neighbors,Your Friends & Neighbors,Your Friends & Neighbors,la-bute-neil,1998-08-19,99,USA,Comedy-Drama-Romance,http://www.imdb.com/title/tt0119517/?ref_=ttrel_rel_tt,CUBZPf_RDRc,Trailer,,1,
national-lampoon-s-animal-house,National Lampoon's Animal House,National Lampoon's Animal House,landis-john,1978-07-26,109,USA,Comedy,http://www.imdb.com/title/tt0077975/?ref_=ttrel_rel_tt,BoS3-yHoaSY,Trailer,,1,
bug-s-life_1998,A Bug's Life,A Bug's Life,lasseter-john,1998-11-14,96,USA,Comedy-Animated,http://www.imdb.com/title/tt0120623/?ref_=ttrel_rel_tt,tHKMElR32Tw,Trailer,,1,
without-pity,Without Pity,Senza pietà,lattuada-alberto,1948-08-29,90,Italy,Drama-Crime,http://www.imdb.com/title/tt0040773/?ref_=ttrel_rel_tt,3UZSbStwGCo,Without Pity Promo,,1,
martyrs_2008,Martyrs ,Martyrs ,laugier-pascal,2008-05-01,99,France-Canada,Horror,http://www.imdb.com/title/tt1029234/?ref_=ttrel_rel_tt,OURQETU9s-0,Trailer,,1,
oliver-twist_1948,Oliver Twist,Oliver Twist,lean-david,1948-06-28,116,UK,Drama,http://www.imdb.com/title/tt0040662/?ref_=ttrel_rel_tt,ulKAAJWVFDc,Trailer,,1,
wedding-banquet,Wedding Banquet,Xi yan,lee-ang,1993-08-04,105,Taiwan-USA,Comedy-Drama-Romance,http://www.imdb.com/title/tt0107156/?ref_=ttrel_rel_tt,iqM6_lKD7TY,Trailer,,1,
high-hopes,High Hopes,High Hopes,leigh-mike,1988-08-30,108,UK,Comedy-Drama,http://www.imdb.com/title/tt0095302/?ref_=ttrel_rel_tt,6NvkmJVsma8,High Hopes (1988) Birthday Scene,,1,
naked_1993,Naked,Naked,leigh-mike,1993-05-13,126,UK,Drama,http://www.imdb.com/title/tt0107653/?ref_=ttrel_rel_tt,VLtLUL1wy7g,Trailer,,1,
easy-living_1937,Easy Living,Easy Living,leisen-mitchell,1937-07-07,86,USA,Comedy-Romance,http://www.imdb.com/title/tt0028816/?ref_=ttrel_rel_tt,,,,0,
chance-or-coincidence,Chance or Coincidence,Hasards ou coïncidences,lelouch-claude,1998-09-03,120,France-Canada,Drama,http://www.imdb.com/title/tt0120588/?ref_=ttrel_rel_tt,bID_CoSvhJA,Hasards ou coïncidences (Alessandra Martines & Laurent Hilaire ),,1,
man-who-laughs_1928,The Man Who Laughs,The Man Who Laughs,leni-paul ,1928-04-27,110,USA,Drama-Horror-Mystery ,http://www.imdb.com/title/tt0019130/?ref_=ttrel_rel_tt,HWr_benB_QA,The Man Who Laughs (1928),,1,
once-upon-a-time-in-the-west,Once Upon a Time in the West,C'era una volta il West,leone-sergio,1968-12-21,165,Italy-USA,Western,http://www.imdb.com/title/tt0064116/?ref_=ttrel_rel_tt,Yw-Av9BpC-w,Trailer,,1,
murder-by-contract,Murder by Contract,Murder by Contract,lerner-irving,1958-10-01,81,USA,Thriller-Drama-Crime,http://www.imdb.com/title/tt0051959/?ref_=ttrel_rel_tt,Mnc-aN5nRRQ,Trailer,,1,
petulia,Petulia,Petulia,lester-richard,1968-06-10,105,UK,Drama-Romance,http://www.imdb.com/title/tt0063426/?ref_=ttrel_rel_tt,MS9Fe-ebUaA,Trailer,,1,
rain-man,Rain Man,Rain Man,levinson-barry,1988-12-12,133,USA,Drama,http://www.imdb.com/title/tt0095953/?ref_=ttrel_rel_tt,DyEgWL0dtR4,Trailer,,1,
dazed-and-confused,Dazed and Confused,Dazed and Confused,linklater-richard,1993-08-01,94,USA,Drama,http://www.imdb.com/title/tt0106677/?ref_=ttrel_rel_tt,3aQuvPlcB-8,Trailer,,1,
sorry_wrong-number,Sorry  Wrong Number,Sorry  Wrong Number,litvak-anatole,1948-09-01,89,USA,Drama-Film-Noir-Mystery,http://www.imdb.com/title/tt0040823/?ref_=ttrel_rel_tt,5LMZcFMRV5o,Trailer,,1,
snake-pit,The Snake Pit,The Snake Pit,litvak-anatole,1948-11-04,108,USA,Drama-Mystery,http://www.imdb.com/title/tt0040806/?ref_=ttrel_rel_tt,m-OnwdeDUMI,Trailer,,1,
extraordinary-stories,Extraordinary Stories,Historias extraordinarias,llinas-mariano,2008-04-01,245,Argentina,Drama-Mystery,http://www.imdb.com/title/tt1225831/?ref_=ttrel_rel_tt,dXcYvm5Vuig,Historias Extraordinarias - Parte 1,,1,
raining-stones,Raining Stones,Raining Stones,loach-ken,1993-05-23,90,UK,Drama,http://www.imdb.com/title/tt0107920/?ref_=ttrel_rel_tt,IYv5M6A_ERk,Trailer,,1,
my-name-is-joe,My Name is Joe,My Name is Joe,loach-ken,1998-05-15,105,UK-Spain-Italy-France-Germany,Romance-Drama,http://www.imdb.com/title/tt0151691/?ref_=ttrel_rel_tt,Yqt3PD4C9_k,Trailer,,1,
boy-with-green-hair,The Boy with Green Hair,The Boy with Green Hair,losey-joseph,1948-11-24,82,USA,Comedy-Drama-Family,http://www.imdb.com/title/tt0040185/?ref_=ttrel_rel_tt,aJFRuC3qMJw,Clip,,1,
secret-ceremony,Secret Ceremony,Secret Ceremony,losey-joseph,1968-10-23,109,UK,Drama-Thriller,http://www.imdb.com/title/tt0063571/?ref_=ttrel_rel_tt,hoH-Zf67N2E,Trailer,,1,
heaven-can-wait,Heaven Can Wait,Heaven Can Wait,lubitsch-ernst,1943-08-05,112,USA,Romance-Comedy,http://www.imdb.com/title/tt0035979/?ref_=ttrel_rel_tt,w4yv6Kzt_dY,Heaven Can Wait (1943) - Gene Tierney & Don Ameche & Charles Coburn,,1,
running-on-empty_1988,Running on Empty,Running on Empty,lumet-sidney,1988-09-07,116,USA,Crime-Drama-Music,http://www.imdb.com/title/tt0096018/?ref_=ttrel_rel_tt,04v63UxXTeU,RUNNING ON EMPTY [1988] movie clip - Pizza Delivery,,1,
